11.2;0.578;0.28;4.8;0.936961265971;52.67;0.5506;3.8126;0.21;8.8400;9.70;8
6.3;0.988;0.23;9.8;0.027449460835;190.76;0.6375;2.8654;1.52;2.2758;11.37;3
5.9;0.507;0.59;6.6;0.793790431364;78.13;0.7093;4.1079;1.21;8.8441;8.78;9
13.1;0.620;0.50;9.3;0.631470417936;32.99;0.5867;2.1342;2.84;4.7895;8.84;5
14.2;0.076;0.53;1.4;0.624376549292;7.95;0.1133;3.6035;2.31;7.4572;11.78;9
6.4;0.177;0.09;4.7;0.350470682418;164.34;0.1265;3.8000;1.33;1.9312;11.27;8
5.1;0.457;0.80;4.0;0.745414393333;167.97;0.3989;3.7233;1.13;2.4245;9.11;10
5.9;0.019;0.53;7.3;0.112708116796;145.13;0.9940;2.8797;1.32;2.2250;11.66;11
9.6;0.882;0.26;9.2;0.583518652414;159.86;0.1157;2.4712;4.55;2.4355;10.88;7
10.4;0.847;0.22;3.9;0.770414434180;23.35;0.9446;2.3025;3.05;1.2886;8.89;11
9.1;0.390;0.21;3.3;0.956196010156;137.03;0.9110;4.5675;2.92;4.6390;11.87;5
6.2;0.761;0.09;5.7;0.889665179510;112.78;0.2144;2.1668;0.95;4.9764;11.95;5
14.5;0.750;0.20;6.7;0.586964251922;44.55;0.5979;4.5201;3.00;1.0958;8.58;7
11.4;0.757;0.64;8.2;0.077670750599;26.81;0.3528;3.4019;1.79;4.9634;10.30;8
5.2;0.422;0.48;2.9;0.578896743669;178.95;0.8962;4.7367;2.43;1.2124;10.83;12
10.8;0.061;0.37;3.5;0.331685697971;157.91;0.7159;4.3331;2.16;9.1508;10.35;7
11.0;0.984;0.94;5.9;0.050705843062;154.85;0.0284;3.4036;0.25;2.9776;8.73;5
14.8;0.148;0.07;7.5;0.701140415705;44.49;0.1497;3.9018;1.39;6.3893;10.41;7
8.7;0.396;0.52;9.4;0.065285024417;144.21;0.7934;4.9101;2.79;9.9760;10.14;12
11.5;0.020;0.43;7.4;0.733374761226;116.45;0.8565;4.1957;4.83;7.5854;11.89;3
12.4;0.617;0.07;7.6;0.479865410837;102.94;0.8634;4.1827;0.20;9.3484;8.99;5
13.9;0.502;0.79;8.7;0.190349595299;169.93;0.2818;2.0462;3.77;2.5778;9.49;7
10.2;0.050;0.86;4.9;0.798150119467;19.10;0.7878;3.9309;0.67;8.2991;11.64;8
14.5;0.447;0.16;3.2;0.258259520584;3.75;0.0178;4.0461;3.69;9.9887;10.16;6
10.4;0.916;0.29;9.0;0.587366370297;179.98;0.7752;2.2193;2.70;7.7476;8.89;7
12.5;0.921;0.56;6.3;0.946604479250;145.17;0.4020;4.3240;3.71;5.1640;8.52;3
7.0;0.362;0.90;6.9;0.034873041805;55.00;0.2775;2.7869;4.60;1.6503;8.63;2
7.6;0.315;0.64;8.4;0.525049205023;99.87;0.8594;4.8888;3.12;9.1253;11.74;11
10.4;0.834;0.89;3.4;0.706363329791;174.99;0.7799;2.6444;0.25;8.5321;9.22;4
13.5;0.809;0.02;6.3;0.971999814389;173.22;0.9752;4.5033;4.51;2.2388;10.31;8
6.0;0.343;0.42;6.5;0.291181532535;123.81;0.7823;2.1987;0.82;3.0721;9.27;4
5.4;0.433;0.92;8.4;0.282295521281;150.48;0.2319;4.1378;2.99;8.1884;9.81;11
10.3;0.414;0.62;6.9;0.094099542865;66.14;0.3308;3.8911;2.65;7.3777;10.36;1
10.4;0.650;0.10;4.7;0.972220722738;166.71;0.6890;4.2827;2.73;5.3230;10.46;11
14.0;0.734;0.45;3.4;0.747434679740;192.15;0.7240;4.6374;2.26;3.1632;9.94;3
14.4;0.361;0.48;7.1;0.813823226373;65.54;0.1735;3.9219;2.81;1.8262;10.71;7
12.7;0.631;0.36;8.7;0.679757852312;103.30;0.9175;3.4510;1.05;1.5809;11.40;2
14.8;0.239;0.90;10.0;0.149844675087;21.44;0.9290;3.2036;4.94;2.0100;11.24;3
9.9;0.391;0.63;3.0;0.876950440843;114.29;0.9359;4.6701;3.11;6.3540;10.26;4
10.0;0.409;0.01;4.0;0.745005778819;129.68;0.9364;3.1290;1.23;2.5014;11.63;12
10.7;0.123;0.09;1.7;0.123233687717;117.06;0.2230;3.3677;2.78;3.5923;9.74;7
15.0;0.851;0.66;5.9;0.654130043783;118.93;0.8650;2.3146;1.41;8.0158;8.05;7
10.6;0.869;0.87;1.9;0.922831196528;81.02;0.8122;2.9870;3.51;9.8540;9.08;8
12.5;0.673;0.42;5.8;0.802707452683;25.89;0.3268;2.6084;1.78;4.1678;10.80;4
7.4;0.235;0.05;2.4;0.667030279450;110.31;0.1053;2.7273;0.24;1.0123;10.16;8
5.3;0.752;0.23;9.4;0.914308577502;29.94;0.3160;2.4045;0.48;1.8429;9.63;6
8.1;0.660;0.10;7.2;0.924849661500;135.03;0.0962;2.0768;1.56;6.0528;9.05;10
14.4;0.836;0.01;1.5;0.772277449205;110.69;0.1621;4.2329;3.47;6.7745;9.08;10
15.1;0.211;0.02;3.1;0.324119499601;46.24;0.9709;3.9576;1.21;8.9083;10.31;4
11.4;0.559;0.98;5.0;0.832979007356;1.07;0.2333;3.1723;1.19;3.5793;10.07;6
6.3;0.694;0.85;3.3;0.474982367592;80.03;0.4791;4.5531;2.16;5.6142;8.22;10
5.1;0.610;0.79;6.2;0.826696937850;160.45;0.0539;4.8259;1.46;3.0573;9.20;7
8.4;0.086;0.55;4.7;0.738870543408;26.59;0.9808;4.7997;0.56;1.9850;9.53;2
10.2;0.224;0.98;2.2;0.638636645468;50.08;0.4906;4.8496;2.62;8.1490;11.47;4
8.8;0.994;0.11;2.0;0.780451867011;173.01;0.7813;3.9529;2.45;7.2651;11.24;1
11.8;0.397;0.44;5.1;0.071683370504;35.15;0.6683;4.4050;1.26;4.1872;9.63;11
5.9;0.293;0.74;5.4;0.113032682342;83.68;0.4410;3.0126;0.38;3.3419;11.52;1
9.6;0.011;0.22;2.5;0.210982340356;142.93;0.3144;2.5495;1.14;9.6781;10.74;4
7.9;0.980;0.95;7.7;0.490999363596;64.36;0.8016;3.0137;0.05;2.6688;10.23;8
9.1;0.090;0.63;1.1;0.569632315327;155.07;0.6938;2.0877;1.09;3.3316;11.73;4
14.9;0.819;0.34;3.6;0.923782819330;8.13;0.6074;4.0390;3.26;2.6984;9.37;5
12.6;0.208;0.42;5.2;0.849067303118;48.64;0.3055;3.7140;4.97;6.4009;10.67;7
12.1;0.558;0.39;4.4;0.484602603927;63.21;0.1122;3.2817;1.68;4.2440;9.36;1
14.5;0.344;0.30;4.4;0.601129240147;173.07;0.9275;3.8347;3.51;10.0000;9.32;1
6.5;0.107;0.87;3.3;0.442212930898;109.93;0.4425;3.0898;0.04;7.0033;10.34;7
7.9;0.893;0.24;2.8;0.169702783744;178.26;0.5127;2.1430;3.94;8.9680;11.37;5
9.7;0.456;0.39;6.0;0.202136142933;63.55;0.3338;3.5684;3.70;3.9201;10.06;5
13.0;0.361;0.30;7.8;0.511031754004;108.10;0.7260;2.2743;3.59;4.3304;10.86;9
8.6;0.071;0.62;4.2;0.643402384319;26.21;0.1614;4.8327;2.38;8.9302;8.13;4
13.6;0.505;0.11;10.0;0.886091947635;101.69;0.1304;3.8168;2.12;1.2344;11.09;8
6.2;0.305;0.31;4.0;0.673097813955;124.62;0.7782;4.5367;3.95;2.2716;9.58;6
8.7;0.719;0.93;4.0;0.007312150078;18.57;0.8066;2.4071;4.67;1.3180;8.90;1
15.2;0.590;0.26;9.6;0.242194121874;148.81;0.5442;2.9010;1.93;4.3080;10.33;10
8.1;0.371;0.93;5.1;0.171683632710;191.10;0.0587;4.2035;3.14;3.2671;10.88;12
6.0;0.178;0.11;5.9;0.003268311898;118.07;0.8145;2.0485;2.37;4.3742;11.15;8
13.9;0.234;0.12;7.6;0.107809867756;36.73;0.2535;4.1163;1.95;1.3335;10.83;6
7.2;0.722;0.21;7.3;0.412726990594;96.47;0.3820;3.1238;3.08;7.7239;8.55;5
5.8;0.978;0.41;2.0;0.345780870814;36.04;0.5624;2.6167;4.36;8.1637;10.57;3
5.7;0.515;0.81;7.3;0.140642088200;31.56;0.2742;4.8870;4.31;8.6063;9.19;5
12.2;0.125;0.61;7.7;0.809494604679;118.07;0.7908;2.2307;4.03;3.6043;8.28;4
10.2;0.685;0.15;3.7;0.512901772258;120.57;0.2436;2.1513;3.60;7.2096;9.36;2
10.6;0.226;0.00;9.6;0.664073985667;94.38;0.8514;4.6587;1.63;5.8011;10.36;11
6.9;0.966;0.06;7.0;0.149573029545;161.31;0.2316;2.3935;3.98;6.8837;10.81;11
5.4;0.058;0.78;5.8;0.842113207894;156.70;0.6805;4.8251;0.59;7.2982;8.93;5
11.5;0.841;0.86;2.8;0.521175911065;80.93;0.3018;4.6730;4.57;1.8228;10.56;4
14.3;0.570;0.80;4.4;0.509474046800;109.86;0.8886;4.4682;3.99;5.2708;8.08;4
9.8;0.124;0.20;3.8;0.647562011327;42.60;0.4956;4.3988;2.48;9.2410;9.39;1
14.7;0.684;0.56;2.8;0.129472701610;16.02;0.2906;4.4361;3.46;7.0506;8.18;10
15.7;0.647;0.61;5.3;0.224590522770;6.38;0.8230;3.8270;3.40;5.6453;8.03;10
7.5;0.853;0.56;3.9;0.519066256019;76.93;0.3204;4.7891;2.91;5.2103;9.86;12
15.7;0.171;0.58;4.3;0.031918497427;20.44;0.7147;3.9600;2.59;2.8114;10.56;5
13.6;0.443;0.07;5.3;0.138546142756;107.17;0.3057;4.5953;2.24;4.4273;9.93;5
11.7;0.412;0.07;9.9;0.001684538877;9.78;0.4662;2.4610;0.66;6.1259;11.43;10
7.1;0.518;0.36;6.4;0.996729639918;172.23;0.5539;2.4353;1.97;2.4593;8.81;9
6.7;0.576;0.78;4.8;0.926039010775;195.86;0.6955;3.4084;0.56;3.0810;10.75;5
15.3;0.480;0.49;7.1;0.086093278921;14.22;0.7612;4.9339;1.29;4.1676;8.43;12
14.3;0.051;0.38;8.0;0.276935443617;69.90;0.0415;4.6757;3.93;5.9624;8.95;11
6.4;0.420;0.64;3.0;0.119058434943;69.88;0.5536;2.7126;1.57;5.8597;10.74;1
6.2;0.353;0.53;5.6;0.780327648631;153.36;0.4362;2.5498;4.51;9.0800;9.67;2
12.4;0.027;0.26;8.5;0.221698365772;167.97;0.1503;2.1699;4.24;4.0699;10.64;5
10.9;0.315;0.20;7.4;0.072763750418;191.32;0.9400;2.9657;1.87;9.2969;9.45;2
14.3;0.232;0.41;9.6;0.113029183660;87.18;0.8372;2.6765;0.25;8.2051;10.60;9
8.1;0.969;0.66;1.3;0.121217697689;64.60;0.5521;3.3967;2.68;1.8106;9.33;1
13.5;0.818;0.82;2.1;0.872552014993;77.79;0.9448;3.1357;2.18;2.7636;11.01;5
10.6;0.707;0.94;6.7;0.134540013365;34.25;0.6861;4.0065;3.88;1.0343;9.62;12
8.7;0.096;0.29;7.8;0.118290018158;190.78;0.8161;4.9040;4.80;6.2035;10.68;11
8.2;0.793;0.71;3.6;0.726341638089;123.19;0.4635;3.1963;3.32;6.2214;11.61;9
5.8;0.966;0.50;4.2;0.040252349816;175.59;0.8920;3.9727;4.72;7.6914;11.95;4
13.8;0.783;0.76;1.0;0.870485438195;172.28;0.6479;2.2510;1.12;7.5584;8.71;3
5.3;0.235;0.01;3.6;0.098674455203;119.20;0.2922;3.9215;0.56;1.0942;10.84;7
12.8;0.083;0.87;3.5;0.475929008055;178.16;0.9130;3.7784;4.51;9.4582;10.63;10
14.4;0.626;0.84;4.9;0.963232076470;95.99;0.5321;3.9462;1.27;9.4290;8.72;3
11.3;0.964;0.83;1.5;0.111911747540;139.45;0.1708;4.8876;1.19;2.8886;11.99;4
11.1;0.440;0.76;3.8;0.364720081915;109.64;0.0757;3.9968;4.97;9.2636;8.27;2
9.6;0.228;0.38;7.3;0.000801183745;152.49;0.5241;3.1469;4.31;9.0537;11.42;12
8.8;0.777;0.18;5.9;0.949154774213;46.68;0.6394;2.0236;2.83;5.0475;9.06;12
15.0;0.648;0.42;3.3;0.193605793190;169.89;0.3157;3.5449;4.85;2.2815;9.93;10
15.2;0.860;0.93;5.4;0.742521545041;44.91;0.3995;3.4329;1.76;8.5953;10.13;4
10.1;0.424;0.50;2.0;0.307529469414;121.93;0.1026;2.2013;2.45;4.4421;10.96;5
10.9;0.350;0.68;3.7;0.085958726946;51.06;0.5294;2.4147;3.89;4.8805;9.93;10
7.1;0.949;0.20;9.4;0.154128192637;95.02;0.5526;2.7358;1.57;7.2167;11.13;1
11.5;0.357;0.05;5.3;0.954888166036;31.56;0.5429;2.9870;4.05;4.3817;9.89;11
10.4;0.391;0.22;2.0;0.092883968974;142.57;0.5283;3.9539;4.86;9.2710;9.07;5
7.8;0.075;0.63;1.3;0.732610834906;170.63;0.0344;2.8898;4.53;7.2454;10.03;6
8.4;0.405;0.06;2.8;0.026654986365;178.75;0.8538;4.8028;0.92;2.4168;10.40;10
8.8;0.560;0.61;4.0;0.224743956447;26.15;0.1699;4.7617;3.76;7.9533;10.77;11
5.7;0.260;0.59;8.4;0.174299526763;170.03;0.8661;3.2277;3.55;7.8833;9.72;6
12.3;0.089;0.47;9.5;0.971487216717;5.28;0.3604;3.1596;4.31;6.0147;9.38;3
14.9;0.591;0.91;6.3;0.736434310857;46.25;0.8075;2.4274;0.10;7.4647;11.60;11
15.7;0.126;0.41;1.9;0.998542732648;122.77;0.8162;4.4953;1.46;9.9054;9.21;7
10.2;0.783;0.73;8.0;0.084736276787;180.91;0.7480;2.5175;2.78;7.1175;8.24;7
12.1;0.720;0.53;5.9;0.354252975864;13.06;0.0144;3.0410;1.29;4.8669;10.94;8
11.8;0.125;0.14;4.5;0.226983008723;184.63;0.2217;3.6959;2.86;5.9265;10.28;8
8.7;0.157;0.37;5.6;0.575166142985;13.07;0.7573;2.8620;1.19;3.2004;11.71;1
5.9;0.311;0.15;8.9;0.134036171200;66.92;0.5081;4.2499;1.65;5.8545;8.90;12
12.8;0.954;0.52;6.7;0.013255747604;10.52;0.9684;2.8342;1.97;6.0223;11.53;8
10.2;0.863;0.49;8.7;0.974357171143;88.87;0.7876;4.7949;2.30;4.8979;11.72;1
7.6;0.800;0.04;4.3;0.409422903395;189.70;0.3825;3.6274;0.69;8.3968;11.87;6
11.5;0.712;0.37;6.3;0.701961932081;85.87;0.6371;2.8799;1.66;5.3078;11.31;11
7.4;0.234;0.21;8.4;0.903938770692;43.96;0.4364;4.0944;1.66;5.6316;8.55;8
13.9;0.835;0.98;4.3;0.153601708432;56.69;0.9072;4.7303;2.60;6.5385;10.59;10
14.5;0.800;0.58;8.3;0.655516133840;50.54;0.2549;3.0022;2.44;9.3208;10.73;2
7.9;0.783;0.58;3.5;0.706393525448;129.66;0.2242;3.5554;1.61;6.1328;11.72;1
6.9;0.963;0.48;2.7;0.980429254725;181.88;0.4991;4.7259;1.95;6.8502;8.45;3
5.1;0.339;0.19;5.0;0.514399870081;68.57;0.0518;3.7964;0.92;4.1718;9.78;6
10.7;0.979;0.62;4.8;0.456954423076;198.06;0.4172;4.9889;2.86;2.2490;11.56;6
5.1;0.913;0.52;8.9;0.703439214870;106.95;0.4882;4.2483;2.19;6.2132;9.86;3
9.6;0.434;0.94;7.7;0.097844516830;98.97;0.0787;3.6122;0.93;6.7262;10.19;2
12.1;0.122;0.65;7.1;0.760205004634;148.53;0.6489;3.9493;4.60;5.6380;10.54;11
13.1;0.845;0.35;7.5;0.374527423085;142.35;0.5267;3.5668;3.33;8.7851;10.07;5
14.6;0.945;0.26;1.1;0.345612063147;55.19;0.8535;4.3940;4.37;5.3958;11.68;7
7.8;0.748;0.54;1.9;0.212441143576;175.74;0.4246;2.1422;3.19;5.2640;9.29;8
8.1;0.855;0.08;2.5;0.721824348750;9.77;0.2338;2.1882;0.42;3.6041;10.27;2
9.6;0.559;0.61;7.5;0.914787978842;160.54;0.3819;4.5176;2.53;7.5018;9.56;3
6.5;0.335;0.35;7.1;0.345379075376;44.90;0.4564;3.8610;4.01;2.2328;11.90;3
11.2;0.069;0.96;2.0;0.096148605700;106.87;0.0428;4.9125;3.00;6.2353;8.09;2
6.9;0.921;0.41;4.6;0.364704766412;124.77;0.1773;4.1240;0.61;8.6971;10.20;6
13.5;0.559;0.55;2.9;0.578315994071;69.07;0.0704;3.1961;1.87;8.5662;8.52;3
