54;2;977999;17;4;0;4;1;5;8;744;32;38;7;5
35;3;838669;11;14;10;7;4;7;2;609;2;65;0;9
28;3;56561;6;10;2;8;8;5;5;598;28;37;3;4
31;2;751151;19;2;0;3;2;8;2;817;38;27;2;3
16;4;732063;5;3;8;8;3;4;3;26;39;95;3;6
27;1;437269;8;15;4;4;9;9;4;490;45;75;5;8
11;2;130507;4;9;7;10;4;3;5;866;8;23;8;6
14;5;832260;2;9;0;1;0;2;1;366;3;42;9;5
76;2;226890;6;6;6;3;5;7;8;469;46;59;5;2
32;5;845977;1;9;7;5;3;1;7;140;47;4;8;3
38;2;690077;12;12;5;5;7;9;9;198;48;97;8;6
65;0;909119;11;10;9;5;9;2;7;144;27;68;1;3
50;1;974853;17;10;5;4;7;7;3;98;19;70;8;0
19;4;827014;18;11;7;2;4;4;9;589;8;36;2;6
59;2;135613;9;6;7;9;8;1;8;333;1;82;3;3
32;3;144936;4;12;4;5;8;6;9;436;12;37;0;5
17;1;620061;5;1;9;8;8;3;3;109;43;15;7;9
54;4;419007;6;1;4;0;1;3;7;93;6;78;6;2
10;4;948968;2;2;7;2;5;6;6;161;19;30;6;9
37;3;106572;2;9;9;5;3;8;5;656;12;20;8;8
57;1;687876;1;5;2;7;4;7;9;248;50;82;6;10
37;2;264720;6;12;8;5;5;1;6;117;45;18;0;3
80;4;484232;5;1;6;9;3;1;3;156;42;54;4;2
13;3;649378;15;9;3;7;7;0;8;182;46;57;6;4
78;2;526247;2;14;3;9;5;6;10;406;11;22;7;2
53;2;581591;0;1;7;1;1;7;1;547;31;42;4;10
76;4;587128;1;1;5;9;9;3;9;847;44;78;6;3
52;3;449533;5;10;7;3;7;10;1;287;11;83;2;4
78;2;55762;15;11;3;10;9;1;9;307;45;60;1;9
62;2;226884;8;4;2;6;7;4;6;679;8;87;5;3
15;3;202750;6;13;10;7;8;8;8;104;5;79;3;7
83;5;687266;11;14;9;7;6;8;9;382;44;35;9;8
15;4;879291;5;9;9;0;7;1;0;963;21;41;2;4
36;1;211618;5;13;8;6;7;8;8;438;38;41;6;3
72;5;677490;12;5;7;6;5;7;3;617;23;63;9;7
10;3;572806;7;3;10;6;2;6;8;219;1;35;6;5
30;3;325940;1;14;5;1;1;8;5;326;10;85;6;8
13;4;324454;15;9;4;3;6;4;1;738;16;100;6;8
52;1;646109;11;10;5;6;2;1;2;9;38;24;10;9
29;3;960603;7;8;3;1;3;7;4;251;5;54;8;1
51;5;856202;10;13;6;3;2;5;0;204;42;15;7;6
49;2;143087;1;1;4;2;8;9;1;861;8;96;9;1
86;4;701552;4;5;2;9;1;1;9;883;23;63;9;2
13;0;970102;9;2;4;8;1;9;1;62;21;40;10;8
43;3;640060;15;7;3;9;2;2;4;56;31;3;3;3
64;4;994343;17;10;0;6;1;10;2;796;43;85;8;6
19;4;791000;4;8;7;9;2;8;8;386;23;35;5;1
54;4;850853;12;9;6;9;4;6;3;473;49;79;10;9
14;3;419169;8;3;4;4;4;3;7;195;40;5;4;6
81;1;707721;19;2;7;5;6;1;3;874;45;74;4;10
67;1;873929;2;2;5;1;5;5;8;281;36;36;4;9
34;2;129155;14;4;1;3;4;7;6;903;13;31;6;8
57;3;631089;7;9;9;3;8;0;4;969;37;13;8;2
76;4;965626;3;13;4;6;7;9;9;527;23;59;9;1
22;0;590902;14;3;1;6;9;9;4;639;17;44;1;3
44;0;747671;12;11;0;10;1;7;2;536;4;26;1;8
90;4;405842;2;5;2;3;1;0;3;858;8;63;8;3
52;4;790475;1;14;10;2;8;7;6;974;27;13;8;5
69;1;774864;7;11;3;6;0;5;1;643;11;95;9;4
41;2;97114;14;13;1;7;6;10;8;437;11;96;3;2
63;1;521264;13;8;6;7;3;8;1;587;3;92;1;7
79;0;145947;10;1;5;10;8;7;1;242;41;59;9;5
67;2;62003;3;4;10;8;2;5;0;593;18;80;1;4
27;3;869781;7;7;9;5;1;8;4;439;34;46;2;10
12;4;768689;12;7;1;1;5;9;6;228;7;76;5;6
23;4;369446;18;8;3;8;1;3;9;916;17;15;9;9
14;1;170249;9;14;3;6;8;9;3;792;33;43;6;7
87;0;303756;20;13;7;10;2;0;4;782;14;9;8;9
77;4;334198;4;8;1;3;1;1;10;770;24;83;1;7
14;0;393996;16;2;3;7;2;7;3;378;35;24;3;2
65;0;576879;15;14;2;3;3;3;8;993;26;64;10;9
56;2;483783;16;9;8;5;6;8;6;407;33;28;2;8
57;1;429266;10;3;0;5;5;6;10;261;45;69;9;4
56;5;436539;8;13;1;7;4;9;1;81;38;6;7;1
14;4;371694;14;4;1;7;0;1;9;338;36;49;2;9
47;4;633380;15;15;2;0;2;6;6;28;1;16;0;5
23;2;381984;19;6;1;4;3;7;2;403;3;53;1;3
50;2;148163;11;8;4;8;8;1;6;176;7;83;3;8
82;4;209482;14;2;2;8;3;3;2;652;3;12;6;10
47;3;528390;19;14;0;6;9;7;4;771;11;17;10;9
62;4;693599;3;3;9;1;3;4;5;110;1;24;1;2
59;3;357273;19;3;4;6;7;5;5;120;37;49;3;1
